eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85140635137,,,,TRANSFORMER PROTEIN LANGUAGE MODELS ARE UNSUPERVISED STRUCTURE LEARNERS,cp,Conference Paper,Rao R.,,"University of California, Berkeley",Berkeley,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85140601030,,,,WHEN OPTIMIZING f-DIVERGENCE IS ROBUST WITH LABEL NOISE,cp,Conference Paper,Wei J.,,"University of California, Santa Cruz",Santa Cruz,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,10,0,,,,,
2-s2.0-85140482450,,,,EMPIRICAL ANALYSIS OF UNLABELED ENTITY PROBLEM IN NAMED ENTITY RECOGNITION,cp,Conference Paper,Li Y.,,Tencent,Shenzhen,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,21,0,,,,,
2-s2.0-85140472326,,,,HOW TO FIND YOUR FRIENDLY NEIGHBORHOOD: GRAPH ATTENTION DESIGN WITH SELF-SUPERVISION,cp,Conference Paper,Kim D.,,KAIST,"Yusong, The-Jon",South Korea,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,41,0,,,,,
2-s2.0-85140427729,,,,CONCEPT LEARNERS FOR FEW-SHOT LEARNING,cp,Conference Paper,Cao K.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,12,0,,,,,
2-s2.0-85140422442,,,,GENERALIZED MULTIMODAL ELBO,cp,Conference Paper,Sutter T.M.,,ETH Zürich,"Zurich ZH,",Switzerland,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85140400562,,,,NON-ASYMPTOTIC CONFIDENCE INTERVALS OF OFF-POLICY EVALUATION: PRIMAL AND DUAL BOUNDS,cp,Conference Paper,Feng Y.,,The University of Texas at Austin,Austin,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85140199378,,,,A PAC-BAYESIAN APPROACH TO GENERALIZATION BOUNDS FOR GRAPH NEURAL NETWORKS,cp,Conference Paper,Liao R.,,University of Toronto,Toronto,Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85140193796,,,,ECONOMICAL HYPERPARAMETER OPTIMIZATION WITH BLENDED SEARCH STRATEGY,cp,Conference Paper,Wang C.,,Microsoft Corporation,Redmond,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85140191833,,,,SEDONA: SEARCH FOR DECOUPLED NEURAL NETWORKS TOWARD GREEDY BLOCK-WISE LEARNING,cp,Conference Paper,Pyeon M.,,Seoul National University,Seoul,South Korea,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85139902009,,,,LEARNING FROM OTHERS' MISTAKES: AVOIDING DATASET BIASES WITHOUT MODELING THEM,cp,Conference Paper,Sanh V.,,Hugging Face,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85139813124,,,,IDF++: ANALYZING AND IMPROVING INTEGER DISCRETE FLOWS FOR LOSSLESS COMPRESSION,cp,Conference Paper,van den Berg R.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85139812863,,,,IMPROVED AUTOREGRESSIVE MODELING WITH DISTRIBUTION SMOOTHING,cp,Conference Paper,Meng C.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85139812804,,,,GRADIENT ORIGIN NETWORKS,cp,Conference Paper,Bond-Taylor S.,,Durham University,Durham,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85139812099,,,,GENERALIZED ENERGY BASED MODELS,cp,Conference Paper,Arbel M.,,Gatsby Computational Neuroscience Unit,London,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85139754884,,,,INTRACLASS CLUSTERING: AN IMPLICIT LEARNING ABILITY THAT REGULARIZES DNNS,cp,Conference Paper,Carbonnelle S.,,Université Catholique de Louvain,Louvain-la-Neuve,Belgium,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85139721901,,,,HOW NEURAL NETWORKS EXTRAPOLATE: FROM FEEDFORWARD TO GRAPH NEURAL NETWORKS,cp,Conference Paper,Xu K.,,Massachusetts Institute of Technology,Cambridge,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,43,0,,,,,
2-s2.0-85139578658,,,,OPTIMAL CONVERSION OF CONVENTIONAL ARTIFICIAL NEURAL NETWORKS TO SPIKING NEURAL NETWORKS,cp,Conference Paper,Deng S.,,University of Electronic Science and Technology of China,Chengdu,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,30,0,,,,,
2-s2.0-85139544555,,,,DICE: DIVERSITY IN DEEP ENSEMBLES VIA CONDITIONAL REDUNDANCY ADVERSARIAL ESTIMATION,cp,Conference Paper,Rame A.,,Sorbonne Université,Paris,France,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85139426637,,,,GRAPHCODEBERT: PRE-TRAINING CODE REPRESENTATIONS WITH DATA FLOW,cp,Conference Paper,Guo D.,,Microsoft Research Asia;Sun Yat-Sen University,Beijing;Guangzhou,China;China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,68,0,,,,,
2-s2.0-85139379878,,,,HOW DOES MIXUP HELP WITH ROBUSTNESS AND GENERALIZATION?,cp,Conference Paper,Zhang L.,,Rutgers University,New Jersey,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,29,0,,,,,
2-s2.0-85138840158,,,,FAST GEOMETRIC PROJECTIONS FOR LOCAL ROBUSTNESS CERTIFICATION,cp,Conference Paper,Fromherz A.,,Carnegie Mellon University,Pittsburgh,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85138772208,,,,PREDICTION AND GENERALISATION OVER DIRECTED ACTIONS BY GRID CELLS,cp,Conference Paper,Yu C.,,UCL Institute of Cognitive Neuroscience;University College London,London;London,United Kingdom;United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85138574234,,,,BEYOND CATEGORICAL LABEL REPRESENTATIONS FOR IMAGE CLASSIFICATION,cp,Conference Paper,Chen B.,,Columbia University,New York,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85138558154,,,,THE INTRINSIC DIMENSION OF IMAGES AND ITS IMPACT ON LEARNING,cp,Conference Paper,Pope P.,,"University of Maryland, College Park",College Park,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,19,0,,,,,
2-s2.0-85138455341,,,,CROSS-ATTENTIONAL AUDIO-VISUAL FUSION FOR WEAKLY-SUPERVISED ACTION LOCALIZATION,cp,Conference Paper,Lee J.,,Qualcomm AI Research,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85138264921,,,,A DISCRIMINATIVE GAUSSIAN MIXTURE MODEL WITH SPARSITY,cp,Conference Paper,Hayashi H.,,Kyushu University,Fukuoka,Japan,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85137960311,,,,UMEC: UNIFIED MODEL AND EMBEDDING COMPRESSION FOR EFFICIENT RECOMMENDATION SYSTEMS,cp,Conference Paper,Shen J.,,Texas A&amp;M University,College Station,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85137846686,,,,SYSTEMATIC GENERALISATION WITH GROUP INVARIANT PREDICTIONS,cp,Conference Paper,Ahmed F.,,Montreal Institute for Learning Algorithms,Montreal,Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85137783305,,,,HALENTNET: MULTIMODAL TRAJECTORY FORECASTING WITH HALLUCINATIVE INTENTS,cp,Conference Paper,Zhu D.,,King Abdullah University of Science and Technology,Thuwal,Saudi Arabia,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85137619682,,,,DATASET INFERENCE: OWNERSHIP RESOLUTION IN MACHINE LEARNING,cp,Conference Paper,Maini P.,,Indian Institute of Technology Delhi,New Delhi,India,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,13,0,,,,,
2-s2.0-85137266137,,,,DEBIASING CONCEPT-BASED EXPLANATIONS WITH CAUSAL ANALYSIS,cp,Conference Paper,Bahadori M.T.,,,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85137150438,,,,BALANCING CONSTRAINTS AND REWARDS WITH META-GRADIENT D4PG,cp,Conference Paper,Calian D.A.,,DeepMind Technologies Limited,London,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85137140731,,,,COMBINING PHYSICS AND MACHINE LEARNING FOR NETWORK FLOW ESTIMATION,cp,Conference Paper,Silva A.,,"University of California, Santa Barbara",Santa Barbara,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85137099901,,,,INDUCTIVE REPRESENTATION LEARNING IN TEMPORAL NETWORKS VIA CAUSAL ANONYMOUS WALKS,cp,Conference Paper,Wang Y.,,,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,39,0,,,,,
2-s2.0-85137085862,,,,A TEMPORAL KERNEL APPROACH FOR DEEP LEARNING WITH CONTINUOUS-TIME INFORMATION,cp,Conference Paper,Xu D.,,Walmart Labs,Sunnyvale,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85137005484,,,,TOWARDS ROBUSTNESS AGAINST NATURAL LANGUAGE WORD SUBSTITUTIONS,cp,Conference Paper,Dong X.,,Nanyang Technological University,Singapore City,Singapore,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,29,0,,,,,
2-s2.0-85136993004,,,,AUGMENTING PHYSICAL MODELS WITH DEEP NETWORKS FOR COMPLEX DYNAMICS FORECASTING,cp,Conference Paper,Yin Y.,,Sorbonne Université,Paris,France,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,12,0,,,,,
2-s2.0-85136491074,,,,COUNTERFACTUAL GENERATIVE NETWORKS,cp,Conference Paper,Sauer A.,,Max Planck Institute for Intelligent Systems;Eberhard Karls Universität Tübingen,Tubingen;Tubingen,Germany;Germany,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,17,0,,,,,
2-s2.0-85136467709,,,,THE RISKS OF INVARIANT RISK MINIMIZATION,cp,Conference Paper,Rosenfeld E.,,Carnegie Mellon University,Pittsburgh,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,22,0,,,,,
2-s2.0-85136347400,,,,PARTITIONED LEARNED BLOOM FILTER,cp,Conference Paper,Vaidya K.,,MIT,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85136327361,,,,CAPTURING LABEL CHARACTERISTICS IN VAEs,cp,Conference Paper,Joy T.,,University of Oxford,Oxford,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85136230434,,,,INTRINSIC-EXTRINSIC CONVOLUTION AND POOLING FOR LEARNING ON 3D PROTEIN STRUCTURES,cp,Conference Paper,Hermosilla P.,,Universität Ulm,Ulm,Germany,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85136086791,,,,DO NOT LET PRIVACY OVERBILL UTILITY: GRADIENT EMBEDDING PERTURBATION FOR PRIVATE LEARNING,cp,Conference Paper,Yu D.,,Microsoft Research Asia;Sun Yat-Sen University,Beijing;Guangzhou,China;China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,14,0,,,,,
2-s2.0-85135809388,,,,PARAMETER EFFICIENT MULTIMODAL TRANSFORMERS FOR VIDEO REPRESENTATION LEARNING,cp,Conference Paper,Lee S.,,Seoul National University,Seoul,South Korea,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,15,0,,,,,
2-s2.0-85135803793,,,,LEARNING BETTER STRUCTURED REPRESENTATIONS USING LOW-RANK ADAPTIVE LABEL SMOOTHING,cp,Conference Paper,Ghoshal A.,,Facebook Research,Menlo Park,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85135464863,,,,UNCERTAINTY-AWARE ACTIVE LEARNING FOR OPTIMAL BAYESIAN CLASSIFIER,cp,Conference Paper,Zhao G.,,,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85135434604,,,,PLASTICINELAB: A SOFT-BODY MANIPULATION BENCHMARK WITH DIFFERENTIABLE PHYSICS,cp,Conference Paper,Huang Z.,,"University of California, San Diego",San Diego,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,14,0,,,,,
2-s2.0-85135365451,,,,Multi-Prize Lottery Ticket Hypothesis: FINDING ACCURATE BINARY NEURAL NETWORKS BY PRUNING A RANDOMLY WEIGHTED NETWORK,cp,Conference Paper,Diffenderfer J.,,Lawrence Livermore National Laboratory,Livermore,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,14,0,,,,,
2-s2.0-85134910518,,,,GRAPH COARSENING WITH NEURAL NETWORKS,cp,Conference Paper,Cai C.,,"University of California, San Diego",San Diego,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85134873697,,,,ONE NETWORK FITS ALL? MODULAR VERSUS MONOLITHIC TASK FORMULATIONS IN NEURAL NETWORKS,cp,Conference Paper,Agarwala A.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85134735878,,,,LEARNING PERTURBATION SETS FOR ROBUST MACHINE LEARNING,cp,Conference Paper,Wong E.,,MIT Computer Science &amp; Artificial Intelligence Laboratory,Cambridge,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85134697923,,,,UNBIASED TEACHER FOR SEMI-SUPERVISED OBJECT DETECTION,cp,Conference Paper,Liu Y.C.,,"Facebook, Inc.;Georgia Institute of Technology",Menlo Park;Atlanta,United States;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,49,0,,,,,
2-s2.0-85134683753,,,,PRACTICAL MASSIVELY PARALLEL MONTE-CARLO TREE SEARCH APPLIED TO MOLECULAR DESIGN,cp,Conference Paper,Yang X.,,Chugai Pharmaceutical Co. Ltd.,Chuo-ku,Japan,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85134662700,,,,LEARNING REASONING PATHS OVER SEMANTIC GRAPHS FOR VIDEO-GROUNDED DIALOGUES,cp,Conference Paper,Le H.,,"Singapore Management University;A-Star, Institute for Infocomm Research",Singapore City;Singapore City,Singapore;Singapore,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85134568544,,,,STATISTICAL INFERENCE FOR INDIVIDUAL FAIRNESS,cp,Conference Paper,Maity S.,,University of Michigan,Michigan City,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85134514472,,,,DOMAIN-ROBUST VISUAL IMITATION LEARNING WITH MUTUAL INFORMATION CONSTRAINTS,cp,Conference Paper,Cetin E.,,King's College London,London,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85134496367,,,,CONTINUOUS WASSERSTEIN-2 BARYCENTER ESTIMATION WITHOUT MINIMAX OPTIMIZATION,cp,Conference Paper,Korotin A.,,Skolkovo Institute of Science and Technology,Moscow,Russian Federation,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85134396315,,,,LEARNING TO SAMPLE WITH LOCAL AND GLOBAL CONTEXTS FROM EXPERIENCE REPLAY BUFFERS,cp,Conference Paper,Oh Y.,,Samsung Group,Suwon,South Korea,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85134307916,,,,VULNERABILITY-AWARE POISONING MECHANISM FOR ONLINE RL WITH UNKNOWN DYNAMICS,cp,Conference Paper,Sun Y.,,"University of Maryland, College Park",College Park,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85134277773,,,,Extracting Strong Policies for Robotics Tasks from Zero-Order Trajectory Optimizers,cp,Conference Paper,Pinneri C.,,Max Planck ETH Center for Learning Systems;Max Planck Institute for Intelligent Systems;ETH Zürich,"Munich;Tubingen;Zurich ZH,",Germany;Germany;Switzerland,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85133888872,,,,"LEARNING ""WHAT-IF"" EXPLANATIONS FOR SEQUENTIAL DECISION-MAKING",cp,Conference Paper,Bica I.,,Alan Turing Institute;University of Oxford,London;Oxford,United Kingdom;United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85133624193,,,,SELF-SUPERVISED REPRESENTATION LEARNING WITH RELATIVE PREDICTIVE CODING,cp,Conference Paper,Tsai Y.H.H.,,Carnegie Mellon University,Pittsburgh,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,7,0,,,,,
2-s2.0-85133553204,,,,CONTEMPLATING REAL-WORLD OBJECT CLASSIFICATION,cp,Conference Paper,Borji A.,,HCL America,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
