eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85147706388,,,,CONSERVATIVE SAFETY CRITICS FOR EXPLORATION,cp,Conference Paper,Bharadhwaj H.,,"University of California, Berkeley;University of Toronto",Berkeley;Toronto,United States;Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,12,0,,,,,
2-s2.0-85147509883,,,,SCALABLE TRANSFER LEARNING WITH EXPERT MODELS,cp,Conference Paper,Puigcerver J.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85147405948,,,,BEHAVIORAL CLONING FROM NOISY DEMONSTRATIONS,cp,Conference Paper,Sasaki F.,,"Ricoh Co., Ltd.",Tokyo,Japan,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85147393742,,,,HIGH-CAPACITY EXPERT BINARY NETWORKS,cp,Conference Paper,Bulat A.,,Samsung AI Cambridge,Cambridge,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,10,0,,,,,
2-s2.0-85147240315,,,,UNDERSTANDING OVERPARAMETERIZATION IN GENERATIVE ADVERSARIAL NETWORKS,cp,Conference Paper,Balaji Y.,,"University of Maryland, College Park",College Park,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85147239712,,,,RAO-BLACKWELLIZING THE STRAIGHT-THROUGH GUMBEL-SOFTMAX GRADIENT ESTIMATOR,cp,Conference Paper,Paulus M.B.,,Max Planck Institute for Intelligent Systems;ETH Zürich,"Tubingen;Zurich ZH,",Germany;Switzerland,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85147238475,,,,SHAPLEY EXPLAINABILITY ON THE DATA MANIFOLD,cp,Conference Paper,Frye C.,,Faculty,London,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85147189405,,,,EXPRESSIVE POWER OF INVARIANT AND EQUIVARIANT GRAPH NEURAL NETWORKS,cp,Conference Paper,Azizian W.,,École Normale Supérieure,Paris,France,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85147022536,,,,SPATIO-TEMPORAL GRAPH SCATTERING TRANSFORM,cp,Conference Paper,Pan C.,,University of Illinois Urbana-Champaign,Urbana,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85146932375,,,,TRAINING GANS WITH STRONGER AUGMENTATIONS VIA CONTRASTIVE DISCRIMINATOR,cp,Conference Paper,Jeong J.,,Korea Advanced Institute of Science and Technology,Daejeon,South Korea,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,21,0,,,,,
2-s2.0-85146780372,,,,CAUSALWORLD: A ROBOTIC MANIPULATION BENCHMARK FOR CAUSAL STRUCTURE AND TRANSFER LEARNING,cp,Conference Paper,Ahmed O.,,ETH Zürich,"Zurich ZH,",Switzerland,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85146622574,,,,MULTI-TIME ATTENTION NETWORKS FOR IRREGULARLY SAMPLED TIME SERIES,cp,Conference Paper,Shukla S.N.,,University of Massachusetts Amherst,Amherst MA,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,15,0,,,,,
2-s2.0-85146592697,,,,FEDERATED LEARNING BASED ON DYNAMIC REGULARIZATION,cp,Conference Paper,Acar D.A.E.,,Boston University,Boston,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,56,0,,,,,
2-s2.0-85146428228,,,,PC2WF: 3D WIREFRAME RECONSTRUCTION FROM RAW POINT CLOUDS,cp,Conference Paper,Liu Y.,,ETH Zürich,"Zurich ZH,",Switzerland,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85146291757,,,,CONTRASTIVE LEARNING WITH HARD NEGATIVE SAMPLES,cp,Conference Paper,Robinson J.,,Massachusetts Institute of Technology,Cambridge,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,67,0,,,,,
2-s2.0-85146287869,,,,UNDISTILLABLE: MAKING A NASTY TEACHER THAT CANNOT TEACH STUDENTS,cp,Conference Paper,Ma H.,,"University of California, Irvine",Irvine,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85146209924,,,,SEED: SELF-SUPERVISED DISTILLATION FOR VISUAL REPRESENTATION,cp,Conference Paper,Fang Z.,,Arizona State University,Tempe,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,45,0,,,,,
2-s2.0-85146203855,,,,IN SEARCH OF LOST DOMAIN GENERALIZATION,cp,Conference Paper,Gulrajani I.,,Facebook Research;Stanford University,Menlo Park;Palo Alto,United States;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,58,0,,,,,
2-s2.0-85146173246,,,,GSHARD: SCALING GIANT MODELS WITH CONDITIONAL COMPUTATION AND AUTOMATIC SHARDING,cp,Conference Paper,Lepikhin D.,,,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,37,0,,,,,
2-s2.0-85146167516,,,,TEACHING WITH COMMENTARIES,cp,Conference Paper,Raghu A.,,MIT,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85146150721,,,,LEARNING CROSS-DOMAIN CORRESPONDENCE FOR CONTROL WITH DYNAMICS CYCLE-CONSISTENCY,cp,Conference Paper,Zhang Q.,,Shanghai Jiao Tong University,Shanghai,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85146145930,,,,MONOTONIC KRONECKER-FACTORED LATTICE,cp,Conference Paper,Morioka N.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85145978059,,,,GENERATING ADVERSARIAL COMPUTER PROGRAMS USING OPTIMIZED OBFUSCATIONS,cp,Conference Paper,Srikant S.,,MIT Computer Science &amp; Artificial Intelligence Laboratory,Cambridge,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85145975337,,,,SCORE: PRE-TRAINING FOR CONTEXT REPRESENTATION IN CONVERSATIONAL SEMANTIC PARSING,cp,Conference Paper,Yu T.,,Yale University,New Haven,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,21,0,,,,,
2-s2.0-85145767601,,,,IMPLICIT NORMALIZING FLOWS,cp,Conference Paper,Lu C.,,Beijing National Research Center for Information Science and Technology;Tsinghua University,Beijing;Beijing,China;China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,10,0,,,,,
2-s2.0-85145658977,,,,THE DEEP BOOTSTRAP FRAMEWORK: GOOD ONLINE LEARNERS ARE GOOD OFFLINE GENERALIZERS,cp,Conference Paper,Nakkiran P.,,Harvard University,Cambridge,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85145644944,,,,DISTRIBUTIONAL SLICED-WASSERSTEIN AND APPLICATIONS TO GENERATIVE MODELING,cp,Conference Paper,Nguyen K.,,VinAI Research,Hanoi,Viet Nam,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85145505634,,,,MODEL PATCHING: CLOSING THE SUBGROUP PERFORMANCE GAP WITH DATA AUGMENTATION,cp,Conference Paper,Goel K.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85145256651,,,,"MULTIMODALQA: COMPLEX QUESTION ANSWERING OVER TEXT, TABLES AND IMAGES",cp,Conference Paper,Talmor A.,,Tel Aviv University;Allen Institute for AI,Tel Aviv-Yafo;Allen,Israel;Israel,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,22,0,,,,,
2-s2.0-85145232697,,,,LEARNING NEURAL EVENT FUNCTIONS FOR ORDINARY DIFFERENTIAL EQUATIONS,cp,Conference Paper,Chen R.T.Q.,,Facebook Research;University of Toronto,Menlo Park;Toronto,United States;Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,14,0,,,,,
2-s2.0-85145075321,,,,SELF-SUPERVISED LEARNING FROM A MULTI-VIEW PERSPECTIVE,cp,Conference Paper,Tsai Y.H.H.,,Carnegie Mellon University,Pittsburgh,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,18,0,,,,,
2-s2.0-85145005589,,,,BEYOND FULLY-CONNECTED LAYERS WITH QUATERNIONS: PARAMETERIZATION OF HYPERCOMPLEX MULTIPLICATIONS WITH 1/n PARAMETERS,cp,Conference Paper,Zhang A.,,Amazon Web Services AI,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85144767741,,,,Learning Deep Features in Instrumental Variable Regression,cp,Conference Paper,Xu L.,,Gatsby Unit,,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85144749965,,,,EFFICIENT INFERENCE OF FLEXIBLE INTERACTION IN SPIKING-NEURON NETWORKS,cp,Conference Paper,Zhou F.,,Tsinghua University,Beijing,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85144749752,,,,ON THE ORIGIN OF IMPLICIT REGULARIZATION IN STOCHASTIC GRADIENT DESCENT,cp,Conference Paper,Smith S.L.,,DeepMind,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,25,0,,,,,
2-s2.0-85144648807,,,,SEMANTIC RE-TUNING WITH CONTRASTIVE TENSION,cp,Conference Paper,Carlsson F.,,RISE - NLU Group,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,23,0,,,,,
2-s2.0-85144560247,,,,ROBUST EARLY-LEARNING: HINDERING THE MEMORIZATION OF NOISY LABELS,cp,Conference Paper,Xia X.,,The University of Sydney,Sydney,Australia,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,29,0,,,,,
2-s2.0-85144432695,,,,DEFORMABLE DETR: DEFORMABLE TRANSFORMERS FOR END-TO-END OBJECT DETECTION,cp,Conference Paper,Zhu X.,,SenseTime Research,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,252,0,,,,,
2-s2.0-85144324015,,,,FEDERATED SEMI-SUPERVISED LEARNING WITH INTER-CLIENT CONSISTENCY &amp; DISJOINT LEARNING,cp,Conference Paper,Jeong W.,,Korea Advanced Institute of Science and Technology,Daejeon,South Korea,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,21,0,,,,,
2-s2.0-85144116858,,,,FAIRFIL: CONTRASTIVE NEURAL DEBIASING METHOD FOR PRETRAINED TEXT ENCODERS,cp,Conference Paper,Cheng P.,,Duke University,Durham,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,20,0,,,,,
2-s2.0-85144005859,,,,LEARNING TASK DECOMPOSITION WITH ORDERED MEMORY POLICY NETWORK,cp,Conference Paper,Lu Y.,,Montreal Institute for Learning Algorithms,Montreal,Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85143574336,,,,VARIATIONAL INFORMATION BOTTLENECK FOR EFFECTIVE LOW-RESOURCE FINE-TUNING,cp,Conference Paper,Mahabadi R.K.,,Institut Dalle Molle D'intelligence Artificielle Perceptive;EPFL,Martigny;Vaud,Switzerland;Switzerland,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,10,0,,,,,
2-s2.0-85143499789,,,,THE ROLE OF DISENTANGLEMENT IN GENERALISATION,cp,Conference Paper,Montero M.L.,,University of Bristol;School of Psychological Science,Bristol;,United Kingdom;,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,7,0,,,,,
2-s2.0-85143428812,,,,LEARNING FROM PROTEIN STRUCTURE WITH GEOMETRIC VECTOR PERCEPTRONS,cp,Conference Paper,Jing B.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,12,0,,,,,
2-s2.0-85143306554,,,,THE GEOMETRY OF INTEGRATION IN TEXT CLASSIFICATION RNNS,cp,Conference Paper,Aitken K.,,University of Washington,Seattle,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85143264153,,,,ANATOMY OF CATASTROPHIC FORGETTING: HIDDEN REPRESENTATIONS AND TASK SEMANTICS,cp,Conference Paper,Ramasesh V.V.,,Alphabet Inc.,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85143258131,,,,RESET-FREE LIFELONG LEARNING WITH SKILL-SPACE PLANNING,cp,Conference Paper,Lu K.,,"University of California, Berkeley",Berkeley,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85143189280,,,,SPARSE QUANTIZED SPECTRAL CLUSTERING,cp,Conference Paper,Liao Z.,,"University of California, Berkeley",Berkeley,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85143188739,,,,NEURAL GRADIENTS ARE NEAR-LOGNORMAL: IMPROVED QUANTIZED AND SPARSE TRAINING,cp,Conference Paper,Chmiel B.,,Technion - Israel Institute of Technology;An Intel company,Haifa;Caesarea,Israel;Israel,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85143072436,,,,REPURPOSING PRETRAINED MODELS FOR ROBUST OUT-OF-DOMAIN FEW-SHOT LEARNING,cp,Conference Paper,Kwon N.,,Samsung Group,Suwon,South Korea,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85143063915,,,,CHARACTERIZING SIGNAL PROPAGATION TO CLOSE THE PERFORMANCE GAP IN UNNORMALIZED RESNETS,cp,Conference Paper,Brock A.,,DeepMind,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,31,0,,,,,
2-s2.0-85142895602,,,,ADAPTING TO REWARD PROGRESSIVITY VIA SPECTRAL REINFORCEMENT LEARNING,cp,Conference Paper,Dann M.,,RMIT University,Melbourne,Australia,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85142833439,,,,KNOWLEDGE DISTILLATION AS SEMIPARAMETRIC INFERENCE,cp,Conference Paper,Dao T.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85142692997,,,,LEARNING-BASED SUPPORT ESTIMATION IN SUBLINEAR TIME,cp,Conference Paper,Eden T.,,MIT Computer Science &amp; Artificial Intelligence Laboratory,Cambridge,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85142670491,,,,NEURAL MECHANICS: SYMMETRY AND BROKEN CONSERVATION LAWS IN DEEP LEARNING DYNAMICS,cp,Conference Paper,Kunin D.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85142627222,,,,CONFORMATION-GUIDED MOLECULAR REPRESENTATION WITH HAMILTONIAN NEURAL NETWORKS,cp,Conference Paper,Li Z.,,Peking University,Beijing,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85142609506,,,,ON THE UNIVERSALITY OF ROTATION EQUIVARIANT POINT CLOUD NETWORKS,cp,Conference Paper,Dym N.,,Duke University,Durham,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85142527174,,,,Adaptive Extra-Gradient Methods for Min-Max Optimization and Games,cp,Conference Paper,Antonakopoulos K.,,Université Grenoble Alpes,Saint Martin d'Heres,France,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85142271155,,,,INCREMENTAL FEW-SHOT LEARNING VIA VECTOR QUANTIZATION IN DEEP EMBEDDED SPACE,cp,Conference Paper,Chen K.,,University of Toronto,Toronto,Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85142187460,,,,GO WITH THE FLOW: ADAPTIVE CONTROL FOR NEURAL ODES,cp,Conference Paper,Chalvidal M.,,Université Fédérale Toulouse Midi-Pyrénées;Brown University,Toulouse;Providence,France;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85142036560,,,,SCALING SYMBOLIC METHODS USING GRADIENTS FOR NEURAL MODEL EXPLANATION,cp,Conference Paper,Sahoo S.S.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85141909727,,,,RETHINKING POSITIONAL ENCODING IN LANGUAGE PRE-TRAINING,cp,Conference Paper,Ke G.,,Microsoft Research,Redmond,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,30,0,,,,,
2-s2.0-85141903517,,,,NO MCMC FOR ME: AMORTIZED SAMPLING FOR FAST AND STABLE TRAINING OF ENERGY-BASED MODELS,cp,Conference Paper,Grathwohl W.,,University of Toronto;Google LLC,Toronto;Mountain View,Canada;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,7,0,,,,,
2-s2.0-85141796668,,,,LINEAR MODE CONNECTIVITY IN MULTITASK AND CONTINUAL LEARNING,cp,Conference Paper,Mirzadeh S.I.,,Washington State University,Pillman,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85141788367,,,,SELF-TRAINING FOR FEW-SHOT TRANSFER ACROSS EXTREME TASK DIFFERENCES,cp,Conference Paper,Phoo C.P.,,Cornell University,Ithaca,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,13,0,,,,,
2-s2.0-85141787019,,,,DIFFERENTIALLY PRIVATE LEARNING NEEDS BETTER FEATURES (OR MUCH MORE DATA),cp,Conference Paper,Tramèr F.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,18,0,,,,,
2-s2.0-85141779508,,,,SHAPE OR TEXTURE: UNDERSTANDING DISCRIMINATIVE FEATURES IN CNNS,cp,Conference Paper,Islam M.A.,,Toronto Metropolitan University;Vector Institute for AI,Toronto;,Canada;Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85141774799,,,,CLASS NORMALIZATION FOR (CONTINUAL)? GENERALIZED ZERO-SHOT LEARNING,cp,Conference Paper,Skorokhodov I.,,King Abdullah University of Science and Technology;Moscow Institute of Physics and Technology,Thuwal;Dolgoprudny,Saudi Arabia;Russian Federation,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85141765667,,,,LOCALLY FREE WEIGHT SHARING FOR NETWORK WIDTH SEARCH,cp,Conference Paper,Su X.,,Faculty of Engineering,Sydney,Australia,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85141749354,,,,LEARNING FROM DEMONSTRATION WITH WEAKLY SUPERVISED DISENTANGLEMENT,cp,Conference Paper,Hristov Y.,,The University of Edinburgh,Edinburgh,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85141713786,,,,REGULARIZED INVERSE REINFORCEMENT LEARNING,cp,Conference Paper,Jeon W.,,Université McGill;Quebec AI Institute,Montreal;Quebec,Canada;Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85141564683,,,,PROVABLY ROBUST CLASSIFICATION OF ADVERSARIAL EXAMPLES WITH DETECTION,cp,Conference Paper,Sheikholeslami F.,,Bosch Center for Artificial Intelligence,Pittsburgh,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85141412411,,,,Practical Real Time Recurrent Learning with a Sparse Approximation to the Jacobian,cp,Conference Paper,Menick J.,,University College London;DeepMind,London;,United Kingdom;,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85141375060,,,,EFFICIENT CONFORMAL PREDICTION VIA CASCADED INFERENCE WITH EXPANDED ADMISSION,cp,Conference Paper,Fisch A.,,MIT Computer Science &amp; Artificial Intelligence Laboratory,Cambridge,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85141337707,,,,DIFFERENTIABLE TRUST REGION LAYERS FOR DEEP REINFORCEMENT LEARNING,cp,Conference Paper,Otto F.,,Bosch Center for Artificial Intelligence,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85141169380,,,,IMAGE GANS MEET DIFFERENTIABLE RENDERING FOR INVERSE GRAPHICS AND INTERPRETABLE 3D NEURAL RENDERING,cp,Conference Paper,Zhang Y.,,NVIDIA;University of Waterloo,Santa Clara;Waterloo,United States;Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85140927680,,,,CAN A FRUIT FLY LEARN WORD EMBEDDINGS?,cp,Conference Paper,Liang Y.,,International Business Machines,Armonk,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85140893173,,,,MAPPING THE TIMESCALE ORGANIZATION OF NEURAL LANGUAGE MODELS,cp,Conference Paper,Chien H.Y.S.,,Johns Hopkins University,Baltimore,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85140867632,,,,DIVERSE VIDEO GENERATION USING A GAUSSIAN PROCESS TRIGGER,cp,Conference Paper,Shrivastava G.,,"University of Maryland, College Park",College Park,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85140825627,,,,NOT-MIWAE: DEEP GENERATIVE MODELLING WITH MISSING NOT AT RANDOM DATA,cp,Conference Paper,Ipsen N.B.,,Technical University of Denmark,Lyngby,Denmark,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85140823172,,,,COPULAGNN: TOWARDS INTEGRATING REPRESENTATIONAL AND CORRELATIONAL ROLES OF GRAPHS IN GRAPH NEURAL NETWORKS,cp,Conference Paper,Ma J.,,University of Michigan,Michigan City,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
